time,P,G(i),H_sun,T2m,WS10m,Int
20190618:1211,121926000,522.25,57.18,23.93,2.34,0
20190618:1311,174909000,759.55,52.64,24.33,2.21,0
20190618:1411,165138000,714.23,45.84,24.45,2.07,0
20190618:1511,69048000,300.92,37.83,24.24,2,0
20190618:1611,64284000,284.48,29.31,22.96,1.86,0
20190618:1711,28992000,138.97,20.77,22.48,1.59,0
20190618:1811,4800000,33.16,12.57,21.71,1.31,0
20190618:1911,0,4.14,5.05,20.15,1.66,0
20190618:2011,0,0,0,18.99,1.45,0
20190618:2111,0,0,0,17.51,1.24,0
20190618:2211,0,0,0,16.32,1.24,0
20190618:2311,0,0,0,15.14,1.66,0
20190619:0011,0,0,0,14.61,1.66,0
20190619:0111,0,0,0,14.14,1.66,0
20190619:0211,0,0,0,13.79,1.66,0
20190619:0311,0,0,0,13.67,1.72,0
20190619:0411,5727000,36.47,9.28,14.24,1.66,0
20190619:0511,4197000,29.63,17.23,16.31,1.72,0
20190619:0611,54660000,250.41,25.67,18.13,2.14,0
20190619:0711,111978000,473.28,34.25,19.9,3.03,0
20190619:0811,158169000,663.99,42.55,20.92,2.97,0
20190619:0911,195675000,835.88,49.97,21.97,2.9,0
20190619:1011,229326000,993.88,55.62,22.96,3.38,0
20190619:1111,235572000,1029.15,58.31,24.07,3.59,0
20190619:1211,227661000,998.95,57.21,25.56,3.59,0
20190619:1311,200871000,874.99,52.68,26.48,3.59,0
20190619:1411,9714000,56.57,45.89,27,3.59,0
20190619:1511,18843000,96.07,37.87,27.23,3.59,0
20190619:1611,62694000,280.52,29.35,25.75,2.48,0
20190619:1711,31155000,167.07,20.81,24.17,1.38,0
20190619:1811,1005000,13.26,12.61,23.79,1.52,0
20190619:1911,1866000,18.24,5.09,21.82,2,0
20190619:2011,0,0,0,20.33,2.14,0
20190619:2111,0,0,0,19.08,2.21,0
20190619:2211,0,0,0,18.29,1.79,0
20190619:2311,0,0,0,17.74,1.24,0
20190620:0011,0,0,0,16.84,1.24,0
20190620:0111,0,0,0,15.91,1.38,0
20190620:0211,0,0,0,15.43,1.66,0
20190620:0311,0,0,0,15.72,1.38,0
20190620:0411,8841000,50.56,9.27,16.29,0.9,0
20190620:0511,22629000,110.01,17.21,16.85,1.38,0
20190620:0611,29157000,133.85,25.65,17.21,2.07,0
20190620:0711,15345000,78.11,34.22,17.85,3.66,0
20190620:0811,66081000,278.6,42.53,17.93,3.93,0
20190620:0911,42399000,185.86,49.96,18.06,4,0
20190620:1011,45672000,199.33,55.62,18.86,4.28,0
20190620:1111,22992000,109.54,58.32,19.07,4.55,0
20190620:1211,33567000,151.74,57.23,19.25,4.62,0
20190620:1311,64509000,273.41,52.71,18.84,4.48,0
20190620:1411,74265000,311.74,45.92,18.78,4.21,0
20190620:1511,45906000,199.97,37.91,18.54,4.07,0
20190620:1611,50457000,218.82,29.39,17.91,3.52,0
20190620:1711,28728000,134.01,20.85,17.36,3.03,0
20190620:1811,13539000,70.46,12.65,16.9,2.62,0
20190620:1911,201000,7.46,5.13,16.06,2.48,0
20190620:2011,0,0,0,15.42,2.14,0
20190620:2111,0,0,0,14.77,1.72,0
20190620:2211,0,0,0,14.35,1.72,0
20190620:2311,0,0,0,14.05,1.72,0
20190621:0011,0,0,0,13.76,1.79,0
20190621:0111,0,0,0,13.78,1.86,0
20190621:0211,0,0,0,13.47,1.86,0
20190621:0311,0,0,0,13.33,1.79,0
20190621:0411,7629000,44.76,9.24,13.51,1.66,0
20190621:0511,11712000,76.16,17.19,14.34,2.07,0
20190621:0611,57240000,260.83,25.62,15.14,3.03,0
20190621:0711,36432000,160.75,34.2,15.31,2.97,0
20190621:0811,41361000,180.47,42.5,16.14,3.38,0
20190621:0911,160662000,657.95,49.94,16.23,3.52,0
20190621:1011,153342000,631.52,55.61,17.21,3.52,0
20190621:1111,165297000,680.54,58.32,17.54,4.14,0
20190621:1211,111660000,459.05,57.24,17.98,4.76,0
20190621:1311,142680000,583.52,52.74,18.01,5.03,0
20190621:1411,167892000,685.25,45.95,17.84,5.1,0
20190621:1511,144375000,588.46,37.94,17.27,5.03,0
20190621:1611,85860000,366.53,29.43,16.77,4.69,0
20190621:1711,31080000,170.06,20.88,16.17,4.34,0
20190621:1811,10461000,57.19,12.68,15.49,3.79,0
20190621:1911,3081000,24.04,5.16,14.58,3.03,0
20190621:2011,0,0,0,13.72,2.48,0
20190621:2111,0,0,0,13.09,2.07,0
20190621:2211,0,0,0,12.61,1.72,0
20190621:2311,0,0,0,11.97,1.59,0
20190622:0011,0,0,0,11.3,1.59,0
20190622:0111,0,0,0,10.43,1.66,0
20190622:0211,0,0,0,9.91,1.59,0
20190622:0311,0,0,0,9.8,1.45,0
20190622:0411,7347000,43.1,9.21,10.75,1.1,0
20190622:0511,10116000,70.29,17.16,12.8,1.24,0
20190622:0611,58245000,267.64,25.59,13.44,1.66,0
20190622:0711,101139000,420.3,34.17,14.38,1.45,0
20190622:0811,143334000,594.66,42.47,15.35,1.31,0
20190622:0911,176373000,748,49.92,16.25,0.97,0
20190622:1011,164124000,701.81,55.59,17,0.55,0
20190622:1111,207825000,922.32,58.31,17.82,0.34,0
20190622:1211,184236000,805.64,57.25,18.42,0.41,0
20190622:1311,149928000,643.25,52.76,19,0.55,0
20190622:1411,132012000,562.93,45.98,19.52,0.62,0
20190622:1511,124701000,532.32,37.97,19.66,0.62,0
20190622:1611,86394000,380.64,29.45,19.13,1.03,0
20190622:1711,29421000,169.99,20.91,18.8,1.45,0
20190622:1811,14625000,75.43,12.71,18.17,1.24,0
20190622:1911,3375000,25.7,5.18,16.73,1.59,0
20190622:2011,0,0,0,15.37,1.66,0
20190622:2111,0,0,0,14.07,1.72,0
20190622:2211,0,0,0,13,1.93,0
20190622:2311,0,0,0,12.26,2.07,0
20190623:0011,0,0,0,11.7,2.07,0
20190623:0111,0,0,0,11.22,2.07,0
20190623:0211,0,0,0,10.95,2.28,0
20190623:0311,0,0,0,10.71,2.28,0
20190623:0411,7731000,44.76,9.18,10.97,2,0
20190623:0511,11310000,73.71,17.12,12.95,1.66,0
20190623:0611,57006000,267.43,25.55,15.75,2.07,0
20190623:0711,113277000,471.44,34.13,17.1,3.45,0
20190623:0811,160584000,662.87,42.44,18.14,3.45,0
20190623:0911,194193000,812.98,49.89,19.03,3.38,0
20190623:1011,226305000,966.14,55.57,19.79,3.24,0
20190623:1111,241158000,1041.99,58.3,20.4,3.17,0
20190623:1211,233565000,1007.82,57.25,20.81,3.17,0
20190623:1311,218253000,934.06,52.77,21.18,3.24,0
20190623:1411,189006000,797.07,46,21.21,3.38,0
20190623:1511,141051000,590.95,37.99,21.06,3.45,0
20190623:1611,83076000,362.5,29.48,20.66,3.45,0
20190623:1711,34518000,167.91,20.93,20.1,3.45,0
20190623:1811,14376000,74.6,12.73,19.25,2.9,0
20190623:1911,3018000,24.04,5.2,18.2,2.97,0
20190623:2011,0,0,0,17.31,2.97,0
20190623:2111,0,0,0,16.68,2.97,0
20190623:2211,0,0,0,16.39,2.97,0
20190623:2311,0,0,0,16.14,2.9,0
20190624:0011,0,0,0,15.85,2.9,0
20190624:0111,0,0,0,15.69,2.97,0
20190624:0211,0,0,0,15.43,2.97,0
20190624:0311,0,0,0,15.23,2.97,0
20190624:0411,9105000,51.39,9.14,15.15,2.97,0
20190624:0511,19182000,100.24,17.08,15.88,3.03,0
20190624:0611,54756000,248.43,25.51,17.09,3.59,0
20190624:0711,71706000,301.71,34.09,18.01,4.21,0
20190624:0811,158154000,651.95,42.4,19.14,4.28,0
20190624:0911,168447000,700.92,49.85,20.21,4.14,0
20190624:1011,210426000,891.11,55.54,21.2,4.14,0
20190624:1111,234747000,1007.04,58.28,22.15,4.28,0
20190624:1211,223905000,958.58,57.25,22.81,4.41,0
20190624:1311,149211000,626.92,52.78,23.05,4.62,0
20190624:1411,135813000,567.88,46.01,22.84,4.9,0
20190624:1511,134415000,561.57,38.01,22.33,4.97,0
20190624:1611,67029000,291.33,29.5,21.71,4.62,0
20190624:1711,33285000,158.75,20.95,21.07,3.66,0
20190624:1811,13704000,72.11,12.74,20.38,3.31,0
20190624:1911,1452000,15.75,5.21,19.51,3.66,0
20190624:2011,0,0,0,18.63,3.86,0
20190624:2111,0,0,0,18.27,3.86,0
20190624:2211,0,0,0,18.28,3.86,0
20190624:2311,0,0,0,18.35,3.79,0
20190625:0011,0,0,0,18.27,3.66,0
20190625:0111,0,0,0,18.02,3.45,0
20190625:0211,0,0,0,17.73,3.24,0
20190625:0311,0,0,0,17.4,3.03,0
20190625:0411,6552000,40.62,9.1,17.35,2.9,0
20190625:0511,18168000,96.82,17.03,18.02,2.69,0
20190625:0611,53799000,251.8,25.46,19.26,2.48,0
20190625:0711,105609000,449.65,34.04,21.25,2.97,0
20190625:0811,121077000,511.73,42.35,22.63,2.9,0
20190625:0911,184905000,795.01,49.8,24.01,2.97,0
20190625:1011,217989000,955.74,55.5,25.41,3.17,0
20190625:1111,226782000,1002.8,58.26,26.62,3.45,0
20190625:1211,210195000,926.85,57.24,27.35,3.45,0
20190625:1311,205176000,903.73,52.78,28.09,3.45,0
20190625:1411,165618000,721.98,46.02,28.73,3.38,0
20190625:1511,130368000,568.93,38.02,29.05,3.1,0
20190625:1611,79443000,363.31,29.51,29.24,2.76,0
20190625:1711,30453000,170.03,20.96,28.9,2.07,0
20190625:1811,13167000,72.11,12.75,27.9,2.07,0
20190625:1911,2112000,19.89,5.21,26.23,2.21,0
20190625:2011,0,0,0,24.76,2.34,0
20190625:2111,0,0,0,23.78,2.41,0
20190625:2211,0,0,0,23.13,2.34,0
20190625:2311,0,0,0,22.58,2.28,0
20190626:0011,0,0,0,22.07,2.14,0
20190626:0111,0,0,0,21.54,2,0
20190626:0211,0,0,0,21.08,2,0
20190626:0311,0,0,0,20.57,2,0
20190626:0411,8283000,48.91,9.05,20.53,1.72,0
20190626:0511,15888000,90.06,16.98,21.5,1.72,0
20190626:0611,53349000,256.7,25.41,22.83,2.34,0
20190626:0711,110232000,474.41,33.99,23.53,3.17,0
20190626:0811,164025000,694.19,42.3,24.18,4,0
20190626:0911,204309000,868.75,49.76,24.28,4.69,0
20190626:1011,227340000,973.01,55.46,24.14,5.03,0
20190626:1111,236616000,1014.11,58.22,23.85,5.24,0
20190626:1211,233967000,998.37,57.22,23.4,5.31,0
20190626:1311,213633000,898.21,52.77,22.43,5.52,0
20190626:1411,98463000,410.51,46.02,21.23,5.52,0
20190626:1511,104793000,433.82,38.03,19.96,5.52,0
20190626:1611,35850000,160.46,29.52,18.87,5.66,0
20190626:1711,27900000,129.99,20.97,17.87,5.79,0
20190626:1811,10014000,55.54,12.76,16.71,5.66,0
20190626:1911,0,4.97,5.21,15.63,5.24,0
20190626:2011,0,0,0,14.66,4.83,0
20190626:2111,0,0,0,13.97,5.03,0
20190626:2211,0,0,0,13.43,4.97,0
20190626:2311,0,0,0,13.11,5.17,0
20190627:0011,0,0,0,12.93,5.24,0
20190627:0111,0,0,0,13.06,5.31,0
20190627:0211,0,0,0,13.23,5.24,0
20190627:0311,0,0,0,13.5,5.31,0
20190627:0411,1077000,13.26,8.99,13.71,5.31,0
20190627:0511,10401000,56.57,16.92,14.02,5.38,0
20190627:0611,25968000,119.13,25.35,14.44,5.38,0
20190627:0711,69366000,287.51,33.93,14.94,5.45,0
20190627:0811,130407000,525.32,42.24,15.45,5.52,0
20190627:0911,129339000,522.75,49.7,15.95,5.52,0
20190627:1011,73566000,305.3,55.41,16.55,5.59,0
20190627:1111,64638000,271.08,58.19,16.97,5.72,0
20190627:1211,57024000,241.92,57.19,17.46,5.72,0
20190627:1311,152787000,622.05,52.76,17.65,5.66,0
20190627:1411,190944000,778.08,46.01,17.69,5.59,0
20190627:1511,149838000,610.25,38.03,17.47,5.31,0
20190627:1611,90150000,385.6,29.52,17.21,5.1,0
20190627:1711,32109000,173.93,20.97,16.62,4.69,0
20190627:1811,13020000,67.97,12.75,15.96,4.21,0
20190627:1911,3237000,24.87,5.21,15.28,3.52,0
20190627:2011,0,0,0,14.73,3.03,0
20190627:2111,0,0,0,14.24,2.97,0
20190627:2211,0,0,0,13.47,2.62,0
20190627:2311,0,0,0,12.81,2.55,0
20190628:0011,0,0,0,12.38,2.48,0
20190628:0111,0,0,0,12.09,2.41,0
20190628:0211,0,0,0,12,2.21,0
20190628:0311,0,0,0,11.86,2.07,0
20190628:0411,213000,7.46,8.93,12.14,1.66,0
20190628:0511,7671000,44.89,16.86,13.32,2.14,0
20190628:0611,29787000,134.71,25.29,14.46,2.34,0
20190628:0711,94392000,390.51,33.87,14.26,2.14,0
20190628:0811,165918000,686.64,42.18,15.54,1.93,0
20190628:0911,206535000,872.62,49.64,16.73,2,0
20190628:1011,229137000,981.92,55.35,18.03,2.41,0
20190628:1111,237492000,1017.85,58.14,18.96,3.1,0
20190628:1211,236547000,1008.82,57.16,19.64,3.66,0
20190628:1311,221745000,936.52,52.74,19.85,3.86,0
20190628:1411,194637000,813.11,46,19.82,3.72,0
20190628:1511,147501000,612.53,38.02,19.55,3.66,0
20190628:1611,88719000,384.91,29.51,18.99,3.59,0
20190628:1711,30201000,171.86,20.96,18.17,3.59,0
20190628:1811,11148000,60.51,12.75,17.18,3.24,0
20190628:1911,3393000,25.7,5.19,15.76,2.48,0
20190628:2011,0,0,0,14.68,2.07,0
20190628:2111,0,0,0,13.69,1.93,0
20190628:2211,0,0,0,12.94,1.86,0
20190628:2311,0,0,0,12.36,1.72,0
20190629:0011,0,0,0,11.97,1.72,0
20190629:0111,0,0,0,11.84,1.79,0
20190629:0211,0,0,0,11.83,1.86,0
20190629:0311,0,0,0,11.95,1.86,0
20190629:0411,555000,9.95,8.86,12.49,2.07,0
20190629:0511,22479000,108.37,16.79,13.36,2.62,0
20190629:0611,55836000,262.2,25.22,14.17,2.34,0
20190629:0711,115107000,480.13,33.8,15.19,1.93,0
20190629:0811,164919000,683.8,42.12,17.06,2.41,0
20190629:0911,201993000,849.57,49.58,18.54,2.9,0
20190629:1011,227199000,972.61,55.29,19.77,3.03,0
20190629:1111,235164000,1021.41,58.09,20.84,2.83,0
20190629:1211,230706000,1005.83,57.12,21.8,2.76,0
20190629:1311,214977000,928.65,52.71,22.46,2.97,0
20190629:1411,184404000,785.64,45.99,22.67,3.03,0
20190629:1511,142437000,605.72,38.01,22.69,2.55,0
20190629:1611,86124000,382.87,29.5,22.68,2.14,0
20190629:1711,30252000,172.97,20.95,22.52,1.93,0
20190629:1811,10290000,58.02,12.73,21.91,1.45,0
20190629:1911,3303000,25.7,5.17,20.5,1.1,0
20190629:2011,0,0,0,18.65,0.97,0
20190629:2111,0,0,0,18.55,0.69,0
20190629:2211,0,0,0,15.5,1.45,0
20190629:2311,0,0,0,14.12,2.07,0
20190630:0011,0,0,0,14.12,2.48,0
20190630:0111,0,0,0,14.59,2.69,0
20190630:0211,0,0,0,15.31,2.83,0
20190630:0311,0,0,0,16.06,3.03,0
20190630:0411,8061000,47.25,8.79,17.07,3.1,0
20190630:0511,11007000,70.5,16.72,18.83,3.1,0
20190630:0611,52953000,256.31,25.15,21.03,2.97,0
20190630:0711,107289000,460.9,33.73,23.56,3.59,0
20190630:0811,155208000,659.97,42.04,25.72,4.34,0
20190630:0911,189522000,810.35,49.5,26.96,5.45,0
20190630:1011,151557000,640.24,55.22,26.16,6.69,0
20190630:1111,231996000,986.07,58.03,24.34,6.41,0
20190630:1211,229863000,970.78,57.08,23.13,6.28,0
20190630:1311,212040000,885.53,52.68,22.23,6.28,0
20190630:1411,187275000,772.97,45.96,21.41,6.28,0
20190630:1511,143349000,589.82,37.99,20.5,6.14,0
20190630:1611,62805000,269.98,29.49,19.75,6,0
20190630:1711,29343000,169.63,20.94,18.93,5.66,0
20190630:1811,9936000,55.54,12.71,18.21,5.1,0
20190630:1911,3201000,24.87,5.15,17.19,4.55,0
20190630:2011,0,0,0,16.61,3.93,0
20190630:2111,0,0,0,16.17,3.59,0
20190630:2211,0,0,0,15.86,3.59,0
20190630:2311,0,0,0,15.55,3.72,0
20190701:0011,0,0,0,15.52,4,0
20190701:0111,0,0,0,15.7,4.28,0
20190701:0211,0,0,0,15.83,4.34,0
20190701:0311,0,0,0,16.02,4.28,0
20190701:0411,537000,9.95,8.71,16.48,4.21,0
20190701:0511,6921000,42.2,16.64,17.08,3.59,0
20190701:0611,27042000,125.12,25.07,17.59,4.76,0
20190701:0711,84162000,351.33,33.65,17.84,4.55,0
20190701:0811,91008000,375.91,41.97,18.48,5.52,0
20190701:0911,177666000,725.11,49.43,18.86,6.34,0
20190701:1011,93741000,386.61,55.15,18.84,6.97,0
20190701:1111,159771000,650.51,57.96,18.77,7.24,0
20190701:1211,139137000,566.57,57.02,18.81,7.31,0
20190701:1311,127806000,520.65,52.64,18.79,7.24,0
20190701:1411,39570000,174.19,45.94,18.25,7.24,0
20190701:1511,45567000,197.16,37.97,17.79,7.17,0
20190701:1611,28023000,128.4,29.46,17.32,7.31,0
20190701:1711,9837000,54.77,20.91,16.86,7.31,0
20190701:1811,4599000,31.5,12.69,16.27,6.07,0
20190701:1911,666000,10.78,5.12,15.95,6.07,0
20190701:2011,0,0,0,15.5,5.17,0
20190701:2111,0,0,0,15.09,4.9,0
20190701:2211,0,0,0,14.37,4.76,0
20190701:2311,0,0,0,13.89,4.55,0
20190702:0011,0,0,0,13.49,4.9,0
20190702:0111,0,0,0,13.2,5.45,0
20190702:0211,0,0,0,12.95,5.52,0
20190702:0311,0,0,0,12.57,5.38,0
20190702:0411,8463000,48.08,8.63,12.38,4.69,0
20190702:0511,18021000,92.92,16.56,12.43,5.59,0
20190702:0611,55308000,245.84,24.99,12.82,5.86,0
20190702:0711,90402000,367.49,33.57,13.52,6.14,0
20190702:0811,39615000,171.49,41.88,14.22,6.55,0
20190702:0911,102474000,412.96,49.35,14.76,6.83,0
20190702:1011,175200000,701.61,55.07,14.83,6.76,0
20190702:1111,194091000,779.99,57.89,15.09,6.97,0
20190702:1211,155013000,621.7,56.96,15.38,6.97,0
20190702:1311,95436000,387.08,52.6,15.42,6.97,0
20190702:1411,121947000,489.22,45.9,15.15,6.69,0
20190702:1511,116322000,467.87,37.94,15.01,6.48,0
20190702:1611,71991000,300.84,29.44,14.7,6.07,0
20190702:1711,35985000,177.31,20.88,14.29,5.79,0
20190702:1811,13989000,71.29,12.65,13.82,5.79,0
20190702:1911,1815000,17.41,5.08,13.13,4.9,0
20190702:2011,0,0,0,12.71,3.93,0
20190702:2111,0,0,0,12.33,3.24,0
20190702:2211,0,0,0,12.2,3.1,0
20190702:2311,0,0,0,12.32,3.24,0
20190703:0011,0,0,0,12.33,3.31,0
20190703:0111,0,0,0,12.09,3.17,0
20190703:0211,0,0,0,11.83,3.1,0
20190703:0311,0,0,0,11.54,2.76,0
20190703:0411,213000,7.46,8.54,11.56,2.62,0
20190703:0511,6687000,40.4,16.48,12.1,2.69,0
20190703:0611,56184000,262.62,24.9,12.84,3.66,0
20190703:0711,111861000,455.57,33.48,13.4,4.55,0
20190703:0811,152277000,609.65,41.8,14.07,5.17,0
20190703:0911,95346000,386.66,49.26,14.65,5.45,0
20190703:1011,91710000,373.79,54.98,15.27,5.66,0
20190703:1111,177486000,717.59,57.81,15.79,6,0
20190703:1211,223671000,913.2,56.9,16.09,6,0
20190703:1311,110019000,446.06,52.54,15.98,5.93,0
20190703:1411,84375000,345.18,45.86,15.73,6.07,0
20190703:1511,127734000,514.24,37.9,15.47,6.21,0
20190703:1611,74028000,309.44,29.4,14.98,6.28,0
20190703:1711,21642000,102.3,20.85,14.41,6.21,0
20190703:1811,13974000,71.29,12.62,13.97,5.52,0
20190703:1911,3270000,24.87,5.04,13.53,4.41,0
20190703:2011,0,0,0,12.99,3.66,0
20190703:2111,0,0,0,12.74,3.45,0
20190703:2211,0,0,0,12.4,3.45,0
20190703:2311,0,0,0,12.29,3.45,0
20190704:0011,0,0,0,12.37,3.31,0
20190704:0111,0,0,0,12.7,3.31,0
20190704:0211,0,0,0,13.06,3.52,0
20190704:0311,0,0,0,13.33,3.59,0
20190704:0411,207000,7.46,8.45,13.5,3.93,0
20190704:0511,1911000,17.96,16.38,13.75,4.55,0
20190704:0611,4254000,29.63,24.81,14.07,4.41,0
20190704:0711,15897000,79.01,33.39,13.82,4.97,0
20190704:0811,14742000,74.52,41.71,14.37,4.83,0
20190704:0911,36816000,161.62,49.17,15.12,5.03,0
20190704:1011,53034000,224.47,54.89,15.87,6.83,0
20190704:1111,18831000,91.58,57.72,16.37,6.9,0
20190704:1211,21738000,103.26,56.82,16.65,7.45,0
20190704:1311,25356000,117.62,52.49,16.84,7.93,0
20190704:1411,27441000,125.7,45.81,16.59,7.52,0
20190704:1511,34896000,154.43,37.86,16.02,7.31,0
20190704:1611,20511000,97.87,29.36,15.23,6.14,0
20190704:1711,12732000,66.44,20.81,14.84,5.03,0
20190704:1811,3420000,25.7,12.57,14.48,4.9,0
20190704:1911,0,4.97,4.99,14.17,4.9,0
20190704:2011,0,0,0,13.67,4.34,0
20190704:2111,0,0,0,13.42,4.28,0
20190704:2211,0,0,0,13.19,4.28,0
20190704:2311,0,0,0,13,4.21,0
20190705:0011,0,0,0,12.86,4.34,0
20190705:0111,0,0,0,12.94,4.21,0
20190705:0211,0,0,0,13.16,4,0
20190705:0311,0,0,0,13.3,4.07,0
20190705:0411,7836000,45.59,8.35,13.41,4.07,0
20190705:0511,8922000,50.28,16.29,13.63,3.86,0
20190705:0611,16551000,81.71,24.72,13.83,3.72,0
20190705:0711,71271000,295.74,33.3,13.73,2.76,0
20190705:0811,138234000,559.78,41.61,14.25,3.24,0
20190705:0911,133935000,543.26,49.07,15.39,4,0
20190705:1011,62604000,263.37,54.79,16.53,4.28,0
20190705:1111,74286000,309.21,57.63,16.94,4.83,0
20190705:1211,73362000,305.58,56.75,17.07,5.03,0
20190705:1311,71694000,298.92,52.42,17.19,5.31,0
20190705:1411,98127000,401.6,45.76,16.98,5.17,0
20190705:1511,66642000,278.38,37.82,16.65,5.1,0
20190705:1611,31032000,140.02,29.32,16.42,4.69,0
20190705:1711,22098000,105,20.76,16.19,4.34,0
20190705:1811,13029000,67.97,12.52,15.76,3.86,0
20190705:1911,2904000,23.21,4.93,15.25,3.86,0
20190705:2011,0,0,0,14.88,2.9,0
20190705:2111,0,0,0,14.66,2.76,0
20190705:2211,0,0,0,14.47,2.83,0
20190705:2311,0,0,0,14.41,2.55,0
20190706:0011,0,0,0,14.3,2.34,0
20190706:0111,0,0,0,14.1,2.41,0
20190706:0211,0,0,0,13.91,2.21,0
20190706:0311,0,0,0,13.7,2.28,0
20190706:0411,207000,7.46,8.25,13.73,2.55,0
20190706:0511,6624000,40.4,16.19,14,2.9,0
20190706:0611,4245000,29.63,24.62,14.42,3.31,0
20190706:0711,16041000,79.91,33.2,14.73,4.41,0
20190706:0811,24378000,113.13,41.51,14.94,4.48,0
20190706:0911,61035000,255.47,48.96,15.2,4.62,0
20190706:1011,75327000,311.66,54.69,15.74,4.69,0
20190706:1111,56682000,238.83,57.53,15.46,4.97,0
20190706:1211,184038000,746.36,56.66,15.49,5.31,0
20190706:1311,140904000,568.94,52.35,16.05,5.79,0
20190706:1411,92196000,375.87,45.7,16.19,6.41,0
20190706:1511,63945000,266.01,37.76,15.65,6.69,0
20190706:1611,56877000,240.13,29.27,15.21,6.83,0
20190706:1711,30432000,138.99,20.71,14.85,7.24,0
20190706:1811,14757000,74.6,12.47,14.63,7.03,0
20190706:1911,2922000,23.21,4.87,14.18,6,0
20190706:2011,0,0,0,13.56,5.38,0
20190706:2111,0,0,0,13.05,5.31,0
20190706:2211,0,0,0,12.72,5.24,0
20190706:2311,0,0,0,12.73,5.31,0
20190707:0011,0,0,0,12.52,5.17,0
20190707:0111,0,0,0,12.5,5.1,0
20190707:0211,0,0,0,12.43,4.83,0
20190707:0311,0,0,0,12.5,4.69,0
20190707:0411,210000,7.46,8.15,12.48,4.62,0
20190707:0511,3342000,25.14,16.08,12.74,4.69,0
20190707:0611,26133000,119.13,24.51,13.21,5.86,0
20190707:0711,74334000,305.34,33.09,13.76,5.66,0
20190707:0811,73140000,300.1,41.4,14.33,5.72,0
20190707:0911,94686000,383.96,48.86,14.76,5.72,0
20190707:1011,109134000,441.21,54.58,15.15,5.86,0
20190707:1111,82719000,338.99,57.43,15.4,5.93,0
20190707:1211,157539000,634.86,56.57,15.73,6.21,0
20190707:1311,127467000,513.83,52.27,15.7,6.14,0
20190707:1411,122940000,495.06,45.63,15.58,6.07,0
20190707:1511,66516000,275.95,37.7,15.35,5.79,0
20190707:1611,52215000,221.78,29.21,14.93,5.66,0
20190707:1711,9525000,52.97,20.65,14.47,5.38,0
20190707:1811,9369000,52.22,12.4,13.88,4.83,0
20190707:1911,432000,9.12,4.8,13.06,4,0
20190707:2011,0,0,0,12.48,3.52,0
20190707:2111,0,0,0,11.8,3.24,0
20190707:2211,0,0,0,11.5,3.03,0
20190707:2311,0,0,0,11.36,2.62,0
20190708:0011,0,0,0,11.01,2.55,0
20190708:0111,0,0,0,10.86,2.48,0
20190708:0211,0,0,0,10.75,2.34,0
20190708:0311,0,0,0,10.57,2.34,0
20190708:0411,114000,6.63,8.03,10.49,2.41,0
20190708:0511,20310000,98.43,15.97,11.16,2.28,0
20190708:0611,54345000,250.68,24.41,12.26,3.1,0
20190708:0711,101907000,416.31,32.98,13.41,4,0
20190708:0811,122640000,493.99,41.29,14.26,4.41,0
20190708:0911,118395000,478.44,48.74,15,4.76,0
20190708:1011,196269000,798.15,54.46,15.5,5.1,0
20190708:1111,189867000,772.36,57.32,15.59,5.1,0
20190708:1211,190530000,776.04,56.47,15.78,5.03,0
20190708:1311,75399000,311.96,52.19,16.04,5.03,0
20190708:1411,54513000,230.82,45.56,15.96,4.97,0
20190708:1511,51471000,218.68,37.64,15.63,4.9,0
20190708:1611,77784000,326.67,29.15,15.24,4.83,0
20190708:1711,35622000,175.23,20.59,14.92,4.69,0
20190708:1811,11112000,59.68,12.34,14.49,4.34,0
20190708:1911,0,4.97,4.73,13.41,3.72,0
20190708:2011,0,0,0,12.66,3.03,0
20190708:2111,0,0,0,11.92,2.83,0
20190708:2211,0,0,0,11.54,2.76,0
20190708:2311,0,0,0,11.23,2.69,0
20190709:0011,0,0,0,11.1,2.62,0
20190709:0111,0,0,0,10.98,2.62,0
20190709:0211,0,0,0,10.67,2.62,0
20190709:0311,0,0,0,10.78,2.62,0
20190709:0411,111000,6.63,7.92,11.1,2.62,0
20190709:0511,6489000,39.51,15.86,11.92,2.48,0
20190709:0611,25869000,118.23,24.29,12.89,3.31,0
20190709:0711,72246000,298.13,32.87,13.69,4.28,0
20190709:0811,115110000,465.15,41.18,14.43,4.14,0
20190709:0911,137058000,554.85,48.62,15.03,4.07,0
20190709:1011,88449000,363.33,54.34,15.72,4.21,0
20190709:1111,151371000,616.78,57.2,15.93,4.21,0
20190709:1211,144825000,589.85,56.36,16.07,4.28,0
20190709:1311,135885000,553.35,52.1,16.32,4.28,0
20190709:1411,156858000,638.84,45.48,16.56,4.28,0
20190709:1511,122241000,498.96,37.57,16.67,4.28,0
20190709:1611,80316000,340.06,29.08,16.52,4.28,0
20190709:1711,35688000,174.02,20.52,16.12,4.21,0
20190709:1811,13446000,69.63,12.26,15.58,4.14,0
20190709:1911,2103000,19.06,4.65,15.04,3.45,0
20190709:2011,0,0,0,14.45,3.24,0
20190709:2111,0,0,0,13.81,3.03,0
20190709:2211,0,0,0,13.17,2.97,0
20190709:2311,0,0,0,12.58,2.9,0
20190710:0011,0,0,0,12.31,2.83,0
20190710:0111,0,0,0,11.83,2.83,0
20190710:0211,0,0,0,11.25,2.62,0
20190710:0311,0,0,0,10.88,2.41,0
